journal_full_title,2015,2016,2017,2018,2019,2020,issn,issn_print,issn_electronic,issn_l
Climate of the Past Discussions,1284.042,1099.73,900.0,,,,1814-9359,,1814-9359,1814-9359
Journal of Sustainable Development,,325.395,2016.0,2016.0,275.94,,1913-9071,1913-9063,1913-9071,1913-9063
OncoTarget,2483.9534177215187,2588.082038834952,2909.385471698113,3086.617692307693,3541.636,,1949-2553,,1949-2553,1949-2553
Cancer Medicine,1779.7820000000002,1777.35875,1446.8133333333335,1742.61,1644.5775,1581.51,2045-7634,,,2045-7634
Neural Plasticity,1379.4399999999996,1480.8011764705884,1903.6466666666668,1870.813333333333,1988.385,,2090-5904,2090-5904,1687-5443,1687-5443
Mediators of Inflammation,1671.8512500000004,1821.5172727272727,1895.1945454545453,2050.8179999999998,1720.1228571428571,2238.07,0962-9351,0962-9351,1466-1861,0962-9351
Cellular Physiology and Biochemistry,1676.2833333333335,2179.8125,2455.3711111111106,2310.9100000000008,1785.0,,1421-9778,1015-8987,1421-9778,1015-8987
International Journal of Health Geographics,1663.4833333333333,1673.1766666666665,1741.8728571428571,1863.58,,,1476-072X,1476-072X,,1476-072X
Reproductive Biology and Endocrinology,1554.44,1821.6225,1661.24,1725.1,,,1477-7827,1477-7827,,1477-7827
Journal of Experimental & Clinical Cancer Research,1476.49,1638.5466666666666,1775.785,1785.0,1660.05,,1756-9966,1756-9966,,1756-9966
Journal of Foot and Ankle Research,1608.29,2015.0,2015.0,2121.45,1661.24,,1757-1146,1757-1146,1757-1146,1757-1146
Advances in Medical Education and Practice,1012.32,1796.5016666666666,1651.2616666666665,1519.946666666667,1633.8000000000004,,1179-7258,,1179-7258,1179-7258
"Drug Design, Development and Therapy",1647.71,981.6,1972.672,1894.206666666667,1901.62,,1177-8881,,1177-8881,1177-8881
Acta Dermato Venereologica,1413.125,757.4,1339.5466666666666,1212.7083333333333,1534.25,,0001-5555,0001-5555,,0001-5555
Journal of the European Optical Society: Rapid Publications,440.0,560.0,1424.085,2015.0,1436.3366666666668,,1990-2573,,1990-2573,1990-2573
International Journal of Environmental Research and Public Health,1444.546875,1478.81125,1482.243269230769,1265.5821348314607,1348.2531192660547,1641.122,1660-4601,,1660-4601,1660-4601
Global Health Action,1411.422,1570.91,1633.6361538461538,1320.5966666666666,1748.4739999999995,,1654-9880,1654-9716,1654-9880,1654-9880
Atmospheric Chemistry and Physics,1418.0020754716986,1687.6914666666667,1694.7543971631205,1680.8561718750002,1512.1209411764708,,1680-7324,,1680-7324,1680-7316
Ocean Science Discussions,931.85,,,,,,1812-0822,,1812-0822,1812-0822
BMC Biophysics,,1396.0,2016.0,1396.0,,,2046-1682,,2046-1682,2046-1682
BMC Immunology,1661.6,1678.604,1682.1799999999996,1546.1899999999996,1661.24,,1471-2172,,1471-2172,1471-2172
Advances in Materials Science and Engineering,,1694.93,1423.3366666666668,1766.15,,,1687-8434,1687-8434,1687-8442,1687-8434
Advances in Fuzzy Systems,694.76,,,,,,1687-7101,1687-7101,1687-711X,1687-7101
Environmental Sciences Europe,899.285,715.785,816.19,981.4580000000001,1556.631111111111,,2190-4715,2190-4715,2190-4715,2190-4715
Journal of Environmental Protection,1085.76,,,,,,2152-2197,2152-2197,2152-2219,2152-2197
ISPRS International Journal of Geo-Information,154.43,705.1907692307692,786.5881818181817,652.2858823529414,629.8988235294117,830.94,2220-9964,,2220-9964,2220-9964
Mountain Research and Development,536.16,475.06,2015.0,854.24,928.078,,0276-4741,0276-4741,1994-7151,0276-4741
Health,1180.402,939.35,1196.7833333333333,,,,1949-4998,1949-4998,1949-5005,1949-4998
Materials,1314.115714285714,1313.0896153846154,1352.2984000000004,1220.3377777777778,1262.6875630252102,1521.2216666666666,1996-1944,,1996-1944,1996-1944
Land,,259.935,305.76,457.3725,626.3705,,2073-445X,,2073-445X,2073-445X
Remote Sensing in Ecology and Conservation,1987.58,2010.2,1461.5566666666666,1847.1375,1712.1525,,2056-3485,,,2056-3485
Biotechnology Reports,,1352.94,1431.675,1647.5466666666666,1104.0,,2215-017X,2215-017X,2215-017x,2215-017X
Education Sciences,,271.905,321.5,2016.0,574.2786666666667,,2227-7102,,2227-7102,2227-7102
Microbial Cell,,570.365,844.21375,1135.0633333333333,1203.69,,2311-2638,,2311-2638,2311-2638
European Journal of Business and Social Sciences (EJBSS),267.75,,,,,,2235-767X,,2235-767X,2235-767X
Hydrology and Earth System Sciences Discussions,1310.7211764705885,1003.7066666666666,1714.0,,,,1812-2116,,1812-2116,1812-2116
Ecosphere,1425.8063636363636,1181.8641666666667,1265.2904,1292.3835714285713,1309.0483333333334,,2150-8925,2150-8925,,2150-8925
Data in Brief,683.2157142857143,385.21500000000015,466.87627906976746,479.71108108108115,504.17800000000005,618.8,2352-3409,2352-3409,,2352-3409
"International Journal of Learning, Teaching and Educational Research",138.71499999999997,2015.0,193.03,261.9,215.683,,1694-2493,1694-2493,1694-2116,1694-2116
Frontiers of Biogeography,223.85,,,,,,1948-6596,,1948-6596,1948-6596
Acta Crystallographica Section E Crystallographic Communications,169.97875,186.86714285714282,223.38043478260863,242.383,283.7127272727273,,2056-9890,,2056-9890,2056-9890
World Journal of Education,311.0,,,,,,1925-0754,1925-0746,1925-0754,1925-0746
Movement Ecology,1853.56,1512.2633333333335,1800.0,1628.1266666666668,1605.583333333333,,2051-3933,2051-3933,2051-3933,2051-3933
Atmospheric Chemistry and Physics Discussions,1271.139333333333,1137.9685714285713,1622.0585714285714,2220.55,,,1680-7375,,1680-7375,1680-7375
Health Economics Review,884.1949999999998,986.8480000000001,855.6716666666667,1133.118,1485.02,,2191-1991,,2191-1991,2191-1991
Forests,890.8227777777779,864.4986666666665,980.8236666666667,971.5494736842104,1311.0941304347825,488.8,1999-4907,,1999-4907,1999-4907
American Journal of Industrial and Business Management,,,,,450.0,,2164-5167,2164-5167,2164-5175,2164-5167
International Business Research,,,333.07,,,,1913-9012,1913-9004,1913-9012,1913-9004
MycoKeys,,,442.5,1877.714,407.375,,1314-4049,1314-4057,1314-4049,1314-4049
Aging,2532.11,2393.7699999999995,2725.079,2976.2975,3312.376666666667,,1945-4589,,1945-4589,1945-4589
Bioscience Reports,955.563,1072.986,846.932,1155.5859999999998,1393.41,,0144-8463,0144-8463,1573-4935,0144-8463
African Journal of Agricultural Research,,,300.0,511.2,,,1991-637X,1991-637X,,1991-637X
Creative Education,915.0,839.1266666666667,2015.0,856.77,952.68,,2151-4755,2151-4755,2151-4771,2151-4755
Light: Science & Applications,3425.0600000000004,3389.045384615385,3346.471111111111,3096.72,3203.79,3570.0,2047-7538,,2047-7538,2047-7538
Acta Crystallographica Section E Structure Reports Online,149.58,,,,,,1600-5368,,1600-5368,1600-5368
IEEE Photonics Journal,1201.9466666666667,1344.22,1082.1042857142857,1137.7325,1396.9775,,1943-0655,,1943-0655,1943-0647
Science and Technology of Nuclear Installations,185.0,,,,,,1687-6075,1687-6075,1687-6083,1687-6075
International Journal of Reconfigurable Computing,,,,,1120.17,,1687-7195,1687-7195,1687-7209,1687-7195
Advances in Hematology,,851.64,771.65,,,,1687-9104,1687-9104,1687-9112,1687-9104
Advances in High Energy Physics,174.99,2015.0,2015.0,2015.0,1008.14,,1687-7357,1687-7357,1687-7365,1687-7357
EURASIP Journal on Wireless Communications and Networking,906.2283333333335,1011.6033333333335,1127.86,1277.87,1338.22,,1687-1499,1687-1499,1687-1499,1687-1472
Neural Development,2002.618333333333,2010.333333333333,1734.0975,1926.06,,,1749-8104,1749-8104,,1749-8104
"Energy, Sustainability and Society",775.26,812.3333333333335,834.4733333333335,861.8000000000002,1096.1125,,2192-0567,2192-0567,2192-0567,2192-0567
Journal of Cloud Computing,528.0,2015.0,720.1233333333333,698.78,818.72,,2192-113X,2192-113X,,2192-113X
Optical Materials Express,1251.879,2044.81,1391.9293333333335,1860.9753846153844,1689.5827777777781,,2159-3930,,2159-3930,2159-3930
Algorithms,,189.37,557.0,289.365,764.3828571428572,,1999-4893,,1999-4893,1999-4893
Future Internet,,,536.7049999999998,307.03,560.4100000000002,,1999-5903,,1999-5903,1999-5903
Pharmaceuticals,,627.19,565.8,601.36,752.125,,1424-8247,,1424-8247,1424-8247
Journal of Bioprocessing & Biotechniques,1632.43,,,,,,2155-9821,,2155-9821,2155-9821
Journal of Modern Physics,,1127.3275,1101.24,,,,2153-1196,2153-1196,2153-120X,2153-1196
Smart Grid and Renewable Energy,,,751.06,,,,2151-481X,2151-481X,2151-4844,2151-481X
International Journal of Electrochemical Science,500.0,761.345,500.0,2015.0,595.0,,1452-3981,,,1452-3981
Environmental Research Letters,1681.2476923076927,1719.4950000000006,1594.0275,1829.7396428571426,1832.0879310344824,2142.0,1748-9326,,1748-9326,1748-9326
Geochemical Transactions,691.2633333333333,2015.0,2015.0,2015.0,996.1,,1467-4866,1467-4866,1467-4866,1467-4866
Particle and Fibre Toxicology,1547.2800000000002,1879.808,1687.033333333333,1765.15,1868.18,,1743-8977,1743-8977,,1743-8977
Geothermal Energy,1904.0,2015.0,2015.0,2015.0,1025.865,,2195-9706,2195-9706,2195-9706,2195-9706
F1000Research,793.1583333333333,899.118,697.3321428571429,685.9314999999998,872.5911111111111,551.27,2046-1402,,2046-1402,2046-1402
Agriculture,,,455.6775,461.6714285714286,569.5162499999999,,2077-0472,,2077-0472,2077-0472
Polymers,940.44,1227.3266666666668,1205.3356521739129,1171.74775,1096.2153488372094,,2073-4360,,2073-4360,2073-4360
Tellus B,1242.3681818181815,1620.6,1818.666666666667,1418.666666666667,1626.244,,1600-0889,0280-6509,1600-0889,0280-6509
Physical Review X,1639.5583333333332,1938.93,2422.9896875,2916.1475,2786.4018181818183,3416.95,2160-3308,,2160-3308,2160-3308
International Journal of Behavioral Nutrition and Physical Activity,2168.249583333333,1801.79125,2034.5016666666668,2149.0154545454543,2209.552857142857,,1479-5868,1479-5868,1479-5868,1479-5868
Boundary Value Problems,346.61,,,,,,1687-2770,1687-2770,1687-2770,1687-2762
Globalization and Health,1999.8375,1774.0339999999999,1669.0376923076922,1650.9872727272727,1690.5999999999995,,1744-8603,1744-8603,,1744-8603
International Journal of Mental Health Systems,,1773.35,1396.0,1593.9599999999996,,,1752-4458,1752-4458,,1752-4458
EvoDevo,1953.77,1670.08,1876.802,2152.022,2162.19,,2041-9139,2041-9139,,2041-9139
BMC International Health and Human Rights,1476.705,1854.38,1369.12,1986.1066666666666,1396.0,,1472-698X,,1472-698X,1472-698X
Child and Adolescent Psychiatry and Mental Health,1393.564,1561.6757142857143,1672.5880000000002,1661.7333333333331,1698.75,,1753-2000,,1753-2000,1753-2000
Computational Social Networks,922.24,2015.0,2015.0,1040.83,,,2197-4314,2197-4314,2197-4314,2197-4314
Journal of Forensic Science & Criminology,,611.12,,,,,2348-9804,,2348-9804,2348-9804
Frontiers in Public Health,1915.8975,1105.5566666666664,1616.589,1296.8666666666666,1714.9927272727273,,2296-2565,,2296-2565,2296-2565
International Journal of Mathematics and Mathematical Sciences,634.05,,,,,,0161-1712,0161-1712,1687-0425,0161-1712
ALTEX,1986.3428571428567,1987.8644444444446,2218.52,2004.6375,1666.4,2000.0,1868-596X,1868-596X,,1868-596X
BMC Molecular Biology,1588.4474999999998,1654.745,1432.82,1661.24,,,1471-2199,1471-2199,,1471-2199
BMC Psychology,1661.695714285714,1695.5457142857142,1677.851666666667,1592.6699999999996,1371.672,,2050-7283,,2050-7283,2050-7283
Nutrients,1263.0355555555557,1393.744,1336.692857142857,1353.7391935483872,1488.3188000000002,1898.8050000000005,2072-6643,,2072-6643,2072-6643
NeuroImage: Clinical,1357.345,1458.714,1547.671842105263,1709.4422222222229,1900.0839999999998,,2213-1582,2213-1582,,2213-1582
Advances in Difference Equations,561.68,2015.0,2015.0,986.545,1436.9250000000004,,1687-1847,,1687-1847,1687-1839
Psychology & Health,1397.3,654.56,,,,,0887-0446,0887-0446,1476-8321,0887-0446
Toxins,1223.4119999999998,1312.03,1311.2199999999998,1141.8195,1339.0836363636365,,2072-6651,,2072-6651,2072-6651
Optica,1223.1675,1404.8285,2108.4723529411763,2494.7505263157896,2769.4400000000005,,2334-2536,,2334-2536,2334-2536
Health Psychology and Behavioral Medicine,1445.93,2015.0,336.815,351.95,,,2164-2850,,2164-2850,2164-2850
Respiratory Research,1881.6866666666665,2023.156,1919.286,1972.54375,2287.8566666666666,,1465-9921,1465-9921,1465-993X,1465-9921
BMC Anesthesiology,1645.09,1670.0227272727273,1822.6625,1657.7780000000007,1746.0035,,1471-2253,1471-2253,1471-2253,1471-2253
BMC Structural Biology,1468.725,1601.12,1661.24,2015.0,1923.31,,1472-6807,1472-6807,,1472-6807
Cardiovascular Diabetology,2057.55,1827.392857142857,1779.006,2017.9685714285715,1861.333333333333,,1475-2840,1475-2840,,1475-2840
Environmental Health,1601.75,1505.0319999999995,1590.4983333333334,1585.93,,,1476-069X,1476-069X,1476-069X,1476-069X
Thrombosis Journal,,1379.21,1661.24,1289.09,,,1477-9560,1477-9560,,1477-9560
"Allergy, Asthma & Clinical Immunology",1661.24,1563.6799999999996,1548.9333333333334,1661.24,,,1710-1492,1710-1492,,1710-1484
World Journal of Emergency Surgery,1456.58,2015.0,1661.24,,,,1749-7922,1749-7922,,1749-7922
Journal of Trauma Management & Outcomes,1316.95,1579.64,,,,,1752-2897,1752-2897,1752-2897,1752-2897
Molecular Brain,1743.2666666666669,1607.078,2015.0,1669.0949999999998,1661.425,,1756-6606,1756-6606,,1756-6606
Arthritis Research & Therapy,1839.049,2132.8304166666667,2060.05,2023.8641666666665,2200.23625,,1478-6354,1478-6354,,1478-6354
Breast Cancer Research,2084.74,2220.802857142857,2133.541428571428,1944.18375,2680.723333333333,,1465-5411,1465-5411,1465-542X,1465-5411
Mobile DNA,1786.42,1634.715,1745.0,1800.0,1637.75,,1759-8753,,1759-8753,1759-8753
Irish Veterinary Journal,1408.96,2015.0,1479.3833333333332,,,,2046-0481,,2046-0481,2046-0481
Cell Reports,4258.61625,4230.592597402599,4713.15807017544,4782.879807692308,4454.208545454546,,2211-1247,2211-1247,,2211-1247
Journal of Clinical Investigation,3956.7140000000004,3558.55,4104.924444444445,4193.178666666667,4644.765,,0021-9738,0021-9738,,0021-9738
Cancer & Metabolism,2050.0,1746.6349999999998,1886.48,1899.24,2205.03,,2049-3002,2049-3002,,2049-3002
Disease Models & Mechanisms,2889.234375,3312.975454545455,3358.586153846154,3573.331333333333,3681.33,,1754-8403,1754-8403,1754-8411,1754-8403
Frontiers in Neurorobotics,,1710.46,1745.0449999999994,2041.09,1543.1654545454544,,1662-5218,,1662-5218,1662-5218
Open Journal of Composite Materials,,632.59,,,,,2164-5612,2164-5612,2164-5655,2164-5612
Journal of Materials Science Research,305.165,,,,,,1927-0593,1927-0585,1927-0593,1927-0585
Internet Interventions,370.36,1231.9666666666665,1399.87,1267.6225,1847.36,,2214-7829,2214-7829,,2214-7829
Case Reports in Neurological Medicine,,,,437.0,,,2090-6668,2090-6668,2090-6676,2090-6676
Evidence-Based Complementary and Alternative Medicine,1122.625,2052.7075,1994.6,2015.0,2053.96,,1741-427X,1741-427X,1741-4288,1741-427X
Archaea,,551.6,1187.66,2016.0,1243.91,,1472-3646,1472-3646,1472-3654,1472-3646
Journal of Occupational Medicine and Toxicology,1566.845,1619.954,1773.7600000000002,1686.7666666666669,1796.605,,1745-6673,1745-6673,,1745-6673
Experimental & Translational Stroke Medicine,1517.75,1661.24,,,,,2040-7378,2040-7378,,2040-7378
International Journal of Bipolar Disorders,1014.14,2015.0,1356.6,1661.24,1704.08,,2194-7511,2194-7511,,2194-7511
OncoTargets and Therapy,,2005.54,2377.62,2165.205,,,1178-6930,,1178-6930,1178-6930
Marine Drugs,1525.3116666666665,1703.6,1577.879,1622.64875,1458.8007692307694,,1660-3397,,1660-3397,1660-3397
Viruses,1372.7084210526316,1373.8409523809526,1325.136,1201.3300000000004,1361.2640425531918,,1999-4915,,1999-4915,1999-4915
Biomatter,,982.0,,,,,2159-2535,,2159-2535,2159-2527
Case Reports in Clinical Medicine,635.01,,,,,,2325-7075,2325-7075,2325-7083,2325-7083
Ecology and Society,1100.74125,1096.8457142857144,1008.2046666666665,1172.6929999999998,1128.5654545454547,,1708-3087,1708-3087,,1708-3087
Modern Economy,853.84,,,,,,2152-7245,2152-7245,2152-7261,2152-7261
BioData Mining,1829.1,1572.8925,1587.7666666666669,2015.0,1591.55,,1756-0381,1756-0381,1756-0381,1756-0381
Chemistry Central Journal,,,1370.23,,,,1752-153X,1752-153X,,1752-153X
Proteome Science,1579.86,,,,,,1477-5956,1477-5956,,1477-5956
Biology Direct,1764.5175,2017.692,1857.49,1661.24,1622.86,,1745-6150,1745-6150,,1745-6150
BMC Medical Genomics,1638.1633333333332,1538.25,1602.71,1445.244,1528.62,,1755-8794,1755-8794,1755-8794,1755-8794
Carbon Balance and Management,672.0,985.84,990.5833333333335,908.24,,,1750-0680,1750-0680,1750-0680,1750-0680
BMC Biochemistry,1501.2033333333331,1608.19,2015.0,2015.0,1826.55,,1471-2091,1471-2091,,1471-2091
BMC Medical Informatics and Decision Making,1721.77,1637.2068421052634,1703.6484615384616,1670.6466666666665,1700.552857142857,,1472-6947,1472-6947,1472-6947,1472-6947
Molecular Pain,2120.975,2295.306666666667,2491.433333333333,2687.16,2162.49,,1744-8069,1744-8069,1744-8069,1744-8069
International Archives of Medicine,262.44,,,,,,1755-7682,1755-7682,,1755-7682
Population Health Metrics,1666.6166666666668,1672.4366666666665,1666.114,2015.0,2076.65,,1478-7954,1478-7954,1478-7954,1478-7954
AIDS Research and Therapy,1561.28,1850.91,2015.0,1734.11,,,1742-6405,1742-6405,,1742-6405
EURASIP Journal on Advances in Signal Processing,1010.7642857142856,1090.98,1057.2925,1011.78,1383.79,,1687-6180,1687-6180,1687-6180,1687-6172
Investigative Genetics,1769.47,,,,,,2041-2223,2041-2223,,2041-2223
Skeletal Muscle,2757.54,2015.0,1872.875,2015.0,1754.65,,2044-5040,,2044-5040,2044-5040
EPJ Techniques and Instrumentation,885.8,899.62,,,,,2195-7045,2195-7045,2195-7045,2195-7045
Journal of Pediatric Surgery Case Reports,,536.37,2016.0,2016.0,567.77,,2213-5766,2213-5766,,2213-5766
BMC Dermatology,,1710.8100000000004,2016.0,1830.52,,,1471-5945,1471-5945,1471-5945,1471-5945
Membranes,232.12,2015.0,479.19,692.7466666666667,801.378,,2077-0375,,2077-0375,2077-0375
American Journal of Plant Sciences,889.11,2015.0,999.0,,,,2158-2742,2158-2742,2158-2750,2158-2742
Open Journal of Pediatrics,776.77,831.435,,,,,2160-8741,2160-8741,2160-8776,2160-8741
Journal of Applied Volcanology,1195.095,771.245,2015.0,1083.4075,,,2191-5040,2191-5040,2191-5040,2191-5040
Pharmacology Research & Perspectives,1750.4375,1416.605,1521.156666666667,1460.0,,,2052-1707,,,2052-1707
Journal of Cellular and Molecular Medicine,2001.915,1860.7683333333332,1744.8925,2430.335,2340.36375,,1582-1838,,,1582-1838
Genome Announcements,450.1294117647059,453.8059090909091,611.5678378378377,579.116,,,2169-8287,,2169-8287,2169-8287
PPAR Research,1395.0,,,,,,1687-4757,1687-4757,1687-4765,1687-4757
Journal of Obesity,,595.0566666666667,908.51,,,,2090-0708,2090-0708,2090-0716,2090-0708
